Academic Year,LEA Number,LEA Name,School Number,School Name,School Type,Address,City,State,Zip,Phone,NCES Number,Create Date
2017,06,Carroll,0105,Northwest Middle,M,99 Kings Drive,Taneytown,MD,217872331,4107513270,240021000543,20170814
2017,06,Carroll,0202,Francis Scott Key High,H,3825 Bark Hill Rd,Union Bridge,MD,217919225,4107513320,240021000533,20170814
2017,06,Carroll,0204,Runnymede Elementary,E,3000 Langdon Dr,Westminster,MD,211582503,4107513203,240021000368,20170814
2017,06,Carroll,0404,Sandymount Elementary,E,2222 Old Westminster Pike,Finksburg,MD,210481636,4107513215,240021000545,20170814
2017,06,Carroll,0406,Mechanicsville Elementary,E,3838 Sykesville Rd,Sykesville,MD,217849541,4107513510,240021000537,20170814
2017,06,Carroll,0501,Eldersburg Elementary,E,1021 Johnsville Rd,Sykesville,MD,217848431,4107513520,240021000531,20170814
2017,06,Carroll,0503,Linton Springs Elementary,E,375 Ronsdale Rd,Sykesville,MD,217848956,4107513280,240021000977,20170814
2017,06,Carroll,0504,Sykesville Middle,M,7301 Springfield Ave,Sykesville,MD,217847547,4107513545,240021000547,20170814
2017,06,Carroll,0505,Freedom District Elementary,E,5626 Sykesville Rd,Sykesville,MD,217847016,4107513525,240021000534,20170814
2017,06,Carroll,0506,Carrolltowne Elementary,E,6542 Ridge Rd,Sykesville,MD,217846205,4107513530,240021000529,20170814
2017,06,Carroll,0507,Liberty High,H,5855 Bartholow Rd,Sykesville,MD,217848401,4107513560,240021001394,20170814
2017,06,Carroll,0508,Oklahoma Road Middle,M,6300 Oklahoma Rd,Sykesville,MD,217846604,4107513600,240021000835,20170814
2017,06,Carroll,0509,Piney Ridge Elementary,E,6315 Freedom Ave,Sykesville,MD,217848061,4107513535,240021090466,20170814
2017,06,Carroll,0510,Century High,H,355 Ronsdale Rd,Sykesville,MD,217848956,4103864400,240021001161,20170814
2017,06,Carroll,0601,Manchester Elementary,E,3224 York Street,Manchester,MD,211022071,4107513410,240021000536,20170814
2017,06,Carroll,0602,Manchester Valley High,H,3300 Maple Grove Rd,Manchester,MD,211021960,4103861673,240021001672,20170814
2017,06,Carroll,0603,Ebb Valley Elementary,E,3100 Swiper Dr,Manchester,MD,211021448,4103861550,240021001652,20170814
2017,06,Carroll,0701,Westminster East Middle,M,121 Longwell Ave,Westminster,MD,211572101,4107513656,240021000550,20170814
2017,06,Carroll,0703,Westminster West Middle,M,60 Monroe St,Westminster,MD,211574567,4107513661,240021000553,20170814
2017,06,Carroll,0704,Winters Mill High,H,560 Gorsuch Rd,Westminster,MD,211576530,4103861500,240021001185,20170814
2017,06,Carroll,0705,William Winchester Elementary,E,70 Monroe St,Westminster,MD,211574567,4107513230,240021000554,20170814
2017,06,Carroll,0707,Westminster High,H,1225 Washington Rd,Westminster,MD,211575803,4107513630,240021000552,20170814
2017,06,Carroll,0709,Carroll County Career & Technology Center,,1229 Washington Rd,Westminster,MD,211575803,4107513669,240021000979,20170814
2017,06,Carroll,0710,Westminster Elementary,E,811 Uniontown Rd,Westminster,MD,211584225,4107513222,240021000551,20170814
2017,06,Carroll,0711,Robert Moton Elementary,E,1413 Washington Rd,Westminster,MD,211576940,4107513610,240021000544,20170814
2017,06,Carroll,0712,Carroll Springs School,EMH,495 S Center St,Westminster,MD,211575635,4107513620,240021000527,20170814
2017,06,Carroll,0714,Friendship Valley Elementary,E,1100 Gist Rd,Westminster,MD,211575754,4107513650,240021000052,20170814
2017,06,Carroll,0715,Cranberry Station Elementary,E,505 N Center St,Westminster,MD,211575146,4103864440,240021001105,20170814
2017,06,Carroll,0716,Gateway School,H,45 Kate Wagner Rd,Westminster,MD,211576957,4107513691,240021001548,20170814
2017,06,Carroll,0717,Post Secondary Program,H,495 S Center St,Westminster,MD,211575635,4107513620,240021001348,20170814
2017,06,Carroll,0718,PRIDE School,E,1100 Gist Rd,Westminster,MD,211575754,4107513653,240021001349,20170814
2017,06,Carroll,0726,Crossroads Middle School,M,45 Kate Wagner Rd,Westminster,MD,211576957,4107513691,240021001694,20170814
2017,06,Carroll,0801,North Carroll Middle,M,2401 Hanover Pike,Hampstead,MD,210741148,4107513440,240021000542,20170814
2017,06,Carroll,0804,Hampstead Elementary,E,3737 Shiloh Rd,Hampstead,MD,210741634,4107513420,240021000535,20170814
2017,06,Carroll,0806,Spring Garden Elementary,E,700 Boxwood Dr,Hampstead,MD,210743144,4107513433,240021090467,20170814
2017,06,Carroll,0807,Shiloh Middle,M,3675 Willow St,Hampstead,MD,210741863,4103864570,240021002947,20170814
2017,06,Carroll,0903,Flexible Student Support,H,45 Kate Wagner Rd,Westminster,MD,211576957,4107513691,240021001350,20170814
2017,06,Carroll,0906,Winfield Elementary,E,4401 Salem Bottom Rd,Westminster,MD,211577937,4107513242,240021000555,20170814
2017,06,Carroll,1201,Elmer A. Wolfe Elementary,E,119 N Main St,Union Bridge,MD,217919101,4107513307,240021000532,20170814
2017,06,Carroll,1304,Parr's Ridge Elementary,E,202 Watersville Rd,Mt Airy,MD,217715519,4107513559,240021001414,20170814
2017,06,Carroll,1305,Mount Airy Elementary,E,405 N Main St,Mount Airy,MD,217717440,4107513540,240021000538,20170814
2017,06,Carroll,1306,Mount Airy Middle,M,102 Watersville Rd,Mount Airy,MD,217715510,4107513554,240021000539,20170814
2017,06,Carroll,1401,South Carroll High,H,1300 W Old Liberty Rd,Sykesville,MD,217849329,4107513575,240021000546,20170814
2017,07,Cecil,0104,Cecilton Elementary,E,251 W Main St,Cecilton,MD,219131000,4102751000,240024000562,20170814
2017,07,Cecil,0204,Bohemia Manor High,H,2755 Augustine Herman Hwy,Chesapeake City,MD,219151408,4108852075,240024000558,20170814
2017,07,Cecil,0205,Chesapeake City Elementary,E,Po Box 180,Chesapeake City,MD,219150180,4108852085,240024000565,20170814
2017,07,Cecil,0206,Bohemia Manor Middle,M,2757 Augustine Herman Hwy,Chesapeake City,MD,21915,4108852095,240024000791,20170814
2017,07,Cecil,0302,Elkton High,H,110 James St,Elkton,MD,219214915,4109965000,240024000568,20170814
2017,07,Cecil,0303,Elkton Middle,M,615 North St,Elkton,MD,219215611,4109965010,240024000567,20170814
2017,07,Cecil,0310,Gilpin Manor Elementary,E,203 Newark Ave,Elkton,MD,219215478,4109965040,240024000569,20170814
2017,07,Cecil,0311,Holly Hall Elementary,E,233 White Hall Rd,Elkton,MD,219210000,4109965050,240024000570,20170814
2017,07,Cecil,0313,Cherry Hill Middle,M,2535 Singerly Rd,Elkton,MD,219212734,4109965020,240024000564,20170814
2017,07,Cecil,0315,Leeds Elementary,E,615 Deaver Rd,Elkton,MD,219213234,4109965070,240024000572,20170814
2017,07,Cecil,0316,Thomson Estates Elementary,E,203 E Thomson Dr,Elkton,MD,219216245,4109965080,240024000581,20170814
2017,07,Cecil,0317,Kenmore Elementary,E,2475 Singerly Rd,Elkton,MD,219212733,4109965060,240024001491,20170814
2017,07,Cecil,0401,Cecil Manor Elementary,E,971 Elk Mills Rd,Elkton,MD,219213805,4109965090,240024000560,20170814
2017,07,Cecil,0504,North East Middle,M,200 E Cecil Ave,North East,MD,219014010,4109966210,240024000574,20170814
2017,07,Cecil,0506,North East Elementary,E,301 Thomas Ave,North East,MD,219014039,4109966220,240024000573,20170814
2017,07,Cecil,0510,Bay View Elementary,E,910 North East Rd,North East,MD,219011903,4109966230,240024000557,20170814
2017,07,Cecil,0511,Cecil County School of Technology,,912 Appleton Rd,Elkton,MD,219213805,4109966250,240024000984,20170814
2017,07,Cecil,0513,Charlestown Elementary,E,550 Baltimore Street,Charlestown,MD,219140000,4109966240,240024000563,20170814
2017,07,Cecil,0514,North East High,H,300 Irishtown Rd,North East,MD,219014308,4109966200,240024000575,20170814
2017,07,Cecil,0515,Elk Neck Elementary,E,41 Racine School Rd,Elkton,MD,219217546,4109965030,240024090468,20170814
2017,07,Cecil,0606,Rising Sun Middle School,M,289 Pearl Street,Rising Sun,MD,219110000,4106585535,240024000580,20170814
2017,07,Cecil,0607,Rising Sun Elementary,E,500 Hopewell Rd,Rising Sun,MD,219112134,4106585925,240024000579,20170814
2017,07,Cecil,0701,Perryville Middle,M,850 Aiken Ave,Perryville,MD,219032738,4109966010,240024000578,20170814
2017,07,Cecil,0703,Perryville Elementary,E,901 Maywood Ave,Perryville,MD,21903,4103786020,240024000576,20170814
2017,07,Cecil,0704,Bainbridge Elementary,E,41 Preston Dr,Port Deposit,MD,219041800,4109966030,240024000556,20170814
2017,07,Cecil,0705,Perryville High,H,1696 Perryville Rd,Perryville,MD,219032541,4109966000,240024000577,20170814
2017,07,Cecil,0801,Conowingo Elementary,E,471 Rowlandsville Rd,Conowingo,MD,219181521,4109966040,240024000566,20170814
2017,07,Cecil,0904,Calvert Elementary,E,79 Brick Meetinghouse Rd,Rising Sun,MD,219111704,4106585335,240024000559,20170814
2017,07,Cecil,0905,Rising Sun High,H,100 Tiger Dr,North East,MD,219011139,4106589115,240024090469,20170814
2017,08,Charles,0104,Milton M. Somers Middle School,M,300 Willow Ln,La Plata,MD,206460166,3019344663,240027000601,20170814
2017,08,Charles,0105,Walter J. Mitchell Elementary,E,400 Willow Ln,La Plata,MD,206463916,3019344687,240027000609,20170814
2017,08,Charles,0106,La Plata High School,H,6035 Radio Station Rd,La Plata,MD,206460000,3019341100,240027000596,20170814
2017,08,Charles,0107,F. B. Gwynn Educational Center,,5998 Radio Station Rd,La Plata,MD,206460000,3019343884,240027001162,20170814
2017,08,Charles,0108,Maurice J. McDonough High School,H,7165 Marshall Corner Rd,Pomfret,MD,206750000,3019342944,240027000600,20170814
2017,08,Charles,0109,Mary Matula Elementary School,E,6025 Radio Station Rd,La Plata,MD,206460000,3019345412,240027000141,20170814
2017,08,Charles,0302,Mt Hope/Nanjemoy Elementary School,E,9275 Ironsides Rd,Nanjemoy,MD,206620000,3012464383,240027001492,20170814
2017,08,Charles,0501,Dr. Thomas L. Higdon Elementary,E,12872 Rock Point Rd,Newburg,MD,206642514,3019344091,240027000610,20170814
2017,08,Charles,0503,Piccowaxen Middle School,M,12834 Rock Point Rd,Newburg,MD,206642514,3019341977,240027000604,20170814
2017,08,Charles,0604,Dr. Samuel A. Mudd Elementary School,E,820 Stone Ave,Waldorf,MD,206022844,3016453686,240027000585,20170814
2017,08,Charles,0605,Thomas Stone High School,H,3785 Leonardtown Rd,Waldorf,MD,206010000,3016452601,240027000607,20170814
2017,08,Charles,0606,J. P. Ryon Elementary School,E,12140 Vivian Adams Dr,Waldorf,MD,206010000,3016453090,240027000593,20170814
2017,08,Charles,0608,John Hanson Middle School,M,3165 John Hanson Dr,Waldorf,MD,206010000,3016454520,240027000595,20170814
2017,08,Charles,0609,Dr. James Craik Elementary School,E,7725 Marshall Corner Rd,Pomfret,MD,206750000,3019344270,240027000594,20170814
2017,08,Charles,0611,Dr. Gustavus Brown Elementary,E,421 University Dr,Waldorf,MD,206020000,3016451330,240027000584,20170814
2017,08,Charles,0612,Arthur Middleton Elementary School,E,1109 Copley Ave,Waldorf,MD,206022906,3016453338,240027000582,20170814
2017,08,Charles,0613,Benjamin Stoddert Middle School,M,2040 Saint Thomas Dr,Waldorf,MD,206022101,3016451334,240027000583,20170814
2017,08,Charles,0616,Eva Turner Elementary School,E,1000 Bannister Cir,Waldorf,MD,206021643,3016454828,240027000586,20170814
2017,08,Charles,0617,Daniel of St. Thomas Jenifer Elementary School,E,2820 Jenifer School Ln,Waldorf,MD,206030000,3019329603,240027010501,20170814
2017,08,Charles,0618,William B. Wade Elementary School,E,2300 Smallwood Dr W,Waldorf,MD,206034431,3019324304,240027001519,20170814
2017,08,Charles,0619,Westlake High School,H,3300 Middletown Rd,Waldorf,MD,206030000,3016458857,240027000144,20170814
2017,08,Charles,0620,C. Paul Barnhart Elementary School,E,4800 Lancaster Circle,Waldorf,MD,206030000,3016459053,240027000380,20170814
2017,08,Charles,0621,Mattawoman Middle School,M,10145 Berry Rd,Waldorf,MD,206030000,3016457708,240027000615,20170814
2017,08,Charles,0622,Berry Elementary School,E,10155 Berry Rd,Waldorf,MD,206030000,3016382330,240027000805,20170814
2017,08,Charles,0623,North Point High School,H,2500 Davis Rd,Waldorf,MD,20603,3017531759,240027001416,20170814
2017,08,Charles,0624,William A. Diggs Elementary,E,2615 Davis Rd,Waldorf,MD,20603,3017532081,240027001565,20170814
2017,08,Charles,0625,Theodore G. Davis Middle School,M,2495 Davis Road,Waldorf,MD,20603,3017532082,240027001647,20170814
2017,08,Charles,0626,Mary B. Neal Elementary School,E,12105 St. George's Dr,Waldorf,MD,20602,3016382617,240027001656,20170814
2017,08,Charles,0701,Matthew Henson Middle School,M,3535 Livingston Rd,Indian Head,MD,206400000,3013758550,240027000599,20170814
2017,08,Charles,0703,J. C. Parks Elementary School,E,3505 Livingston Rd,Indian Head,MD,206400000,3013757444,240027000592,20170814
2017,08,Charles,0705,General Smallwood Middle School,M,4990 Indian Head Hwy,Indian Head,MD,206400000,3017435422,240027000589,20170814
2017,08,Charles,0708,Robert D. Stethem Educational Center,MH,7775 Marshall Corner Rd,Pomfret,MD,206750000,3019321003,240027001395,20170814
2017,08,Charles,0710,Indian Head Elementary School,E,4200 Indian Head Hwy,Indian Head,MD,206400000,3017435454,240027000591,20170814
2017,08,Charles,0801,T. C. Martin Elementary School,E,6315 Olivers Shop Rd,Bryantown,MD,206170000,3012743182,240027000606,20170814
2017,08,Charles,0802,St. Charles High School,H,5305 Piney Church Rd,Waldorf,MD,20602,3017532090,240027001727,20170814
2017,08,Charles,0902,Malcolm Elementary School,E,14760 Poplar Hill Rd,Waldorf,MD,206010000,3016452691,240027000598,20170814
2017,08,Charles,1001,Gale-Bailey Elementary School,E,4740 Pisgah Marbury Rd,Marbury,MD,206580000,3017435491,240027000588,20170814
2017,08,Charles,1002,Henry E. Lackey High School,H,3000 Chicamuxen Rd,Indian Head,MD,206400000,3017435431,240027000597,20170814
2017,09,Dorchester,0205,Warwick Elementary School,E,P.O. Box 549,Secretary,MD,216640000,4109433588,240030000625,20170814
2017,09,Dorchester,0207,North Dorchester High School,H,5875 Cloverdale Road,Hurlock,MD,216430000,4109434511,240030000618,20170814
2017,09,Dorchester,0208,North Dorchester Middle School,M,5745 Cloverdale Road,Hurlock,MD,216430000,4109433322,240030000619,20170814
2017,09,Dorchester,0302,Vienna Elementary School,E,4905 Ocean Gateway,Vienna,MD,218690000,4103763151,240030000624,20170814
2017,09,Dorchester,0508,South Dorchester School,EM,3485 Church Creek Road,Church Creek,MD,216220000,4103973434,240030000622,20170814
2017,09,Dorchester,0707,Mace's Lane Middle School,M,1101 Mace's Lane,Cambridge,MD,216130000,4102282111,240030001423,20170814
2017,09,Dorchester,0709,Judith P. Hoyer Early Childhood Center,,1405 Glasgow Street,Cambridge,MD,216130000,4102215268,240030000989,20170814
2017,09,Dorchester,0710,Sandy Hill Elementary,E,1503 Glasgow Road,Cambridge,MD,216130000,4102287978,240030000621,20170814
2017,09,Dorchester,0711,Maple Elementary School,E,5225 Egypt Rd.,Cambridge,MD,216130000,4102288577,240030000617,20170814
2017,09,Dorchester,0713,Cambridge-South Dorchester High School,H,2475 Cambridge Beltway,Cambridge,MD,216130000,4102289224,240030000612,20170814
2017,09,Dorchester,0714,Dorchester County Career and Technology Center,,2465 Cambridge Beltway,Cambridge,MD,216130000,4102283457,240030000994,20170814
2017,09,Dorchester,0716,Choptank Elementary School,E,1103 Mace's Lane,Cambridge,MD,216130000,4102284950,240030000841,20170814
2017,09,Dorchester,1503,Hurlock Elementary School,E,301 Charles St.,Hurlock,MD,216430000,4109433303,240030000614,20170814
2017,10,Frederick,0100,Frederick County Virtual School,,1799 Schifferstadt Blvd,Frederick,MD,21701,2402368450,240033001007,20170814
2017,10,Frederick,0108,Carroll Manor Elementary,E,5624 Adamstown Rd,Adamstown,MD,217109617,2402363800,240033000628,20170814
2017,10,Frederick,0109,Tuscarora Elementary,E,6321 Lambert Dr,Frederick,MD,21703,2405660000,240033001355,20170814
2017,10,Frederick,0201,Parkway Elementary,E,300 Carroll Pky,Frederick,MD,217014872,2402362600,240033000646,20170814
2017,10,Frederick,0204,Lincoln Elementary,E,200 Madison St,Frederick,MD,217016563,2402362650,240033000649,20170814
2017,10,Frederick,0206,Heather Ridge Middle School,,1445 Taney Ave,Frederick,MD,217024311,2402368000,240033090470,20170814
2017,10,Frederick,0208,Heather Ridge High School,,1445 Taney Ave,Frederick,MD,217024311,2402368000,240033001410,20170814
2017,10,Frederick,0209,Frederick High,H,650 Carroll Pky,Frederick,MD,217010000,2402367000,240033000632,20170814
2017,10,Frederick,0210,North Frederick Elementary,E,1010 Fairview Ave,Frederick,MD,217014540,2402362000,240033000645,20170814
2017,10,Frederick,0211,West Frederick Middle,M,515 W Patrick St,Frederick,MD,217010000,2402364000,240033000658,20170814
2017,10,Frederick,0213,Gov. Thomas Johnson High,H,1501 N Market St,Frederick,MD,217014430,2402368200,240033000634,20170814
2017,10,Frederick,0219,Monocacy Middle,M,8009 Opossumtown Pike,Frederick,MD,217022974,2402364700,240033001413,20170814
2017,10,Frederick,0221,Frederick County Career & Technology Center,,7922 Opossumtown Pike,Frederick,MD,217020000,2402368500,240033001011,20170814
2017,10,Frederick,0222,Monocacy Elementary,E,7421 Hayward Rd,Frederick,MD,217023007,2402361400,240033001521,20170814
2017,10,Frederick,0223,Ballenger Creek Elementary,E,5250 Kingsbrook Dr,Frederick,MD,217032813,2402362500,240033090471,20170814
2017,10,Frederick,0225,Gov. Thomas Johnson Middle,M,1799 Schifferstadt Blvd,Frederick,MD,21701,2402364900,240033001549,20170814
2017,10,Frederick,0226,Monocacy Valley Montessori School,EM,217 Dill Ave,Frederick,MD,217010000,3016685013,240033001187,20170814
2017,10,Frederick,0227,Crestwood Middle,M,7100 Foxcroft Dr,Frederick,MD,21703,2405669000,240033001357,20170814
2017,10,Frederick,0228,Carroll Creek Montessori Public Charter School,EM,7215 Corporate Court,Frederick,MD,21703,3016637970,240033001712,20170814
2017,10,Frederick,0303,Middletown Elementary,E,201 E Green St,Middletown,MD,217697956,2402361100,240033000639,20170814
2017,10,Frederick,0311,Middletown Middle,M,100 Martha Mason St,Middletown,MD,217697957,2402364200,240033000640,20170814
2017,10,Frederick,0313,Middletown High,H,200 Schoolhouse Dr,Middletown,MD,217697958,2402367400,240033000641,20170814
2017,10,Frederick,0314,Middletown Primary,E,403 Franklin St,Middletown,MD,21769,2405660200,240033001566,20170814
2017,10,Frederick,0503,Emmitsburg Elementary,E,300 S Seton Ave,Emmitsburg,MD,217279227,2402361750,240033000631,20170814
2017,10,Frederick,0603,Wolfsville Elementary,E,12520 Wolfsville Rd,Myersville,MD,217730000,2402362250,240033000659,20170814
2017,10,Frederick,0702,Urbana Elementary,E,3554 Urbana Pike,Frederick,MD,217040000,2402362200,240033000652,20170814
2017,10,Frederick,0713,Urbana High,H,3471 Campus Dr,Ijamsville,MD,217540000,2402367600,240033000616,20170814
2017,10,Frederick,0714,Windsor Knolls Middle,M,11150 Windsor Rd,Ijamsville,MD,217540000,2402365000,240033000392,20170814
2017,10,Frederick,0715,Centerville Elementary,E,3601 Carriage Hill Dr,Frederick,MD,21704,2405660100,240033001429,20170814
2017,10,Frederick,0716,Urbana Middle,M,3511 Pontius Ct,Ijamsville,MD,21754,2405669200,240033001536,20170814
2017,10,Frederick,0801,Liberty Elementary,E,11820 Liberty Rd,Frederick,MD,21701,2402361800,240033000637,20170814
2017,10,Frederick,0903,New Market Elementary,E,93 W Main St,New Market,MD,217740000,2402361300,240033000643,20170814
2017,10,Frederick,0912,Linganore High,H,12013 Old Annapolis Rd,Frederick,MD,21701,2405669700,240033000638,20170814
2017,10,Frederick,0913,Green Valley Elementary,E,11501 Fingerboard Rd,Monrovia,MD,217709009,2402363400,240033000635,20170814
2017,10,Frederick,0914,New Market Middle,M,125 W Main St,New Market,MD,217740000,2402364600,240033001379,20170814
2017,10,Frederick,0915,Kemptown Elementary,E,3456 Kemptown Church Rd,Monrovia,MD,217708708,2402363500,240033001412,20170814
2017,10,Frederick,0916,Spring Ridge Elementary,E,9051 Ridgefield Dr,Frederick,MD,217015828,2402361600,240033090472,20170814
2017,10,Frederick,0917,Deer Crossing Elementary,E,10601 Finn Dr,New Market,MD,217740000,2402365900,240033000847,20170814
2017,10,Frederick,0918,Oakdale Middle,M,5810 Oakdale School Road,Ijamsville,MD,217540000,2402365500,240033001163,20170814
2017,10,Frederick,0919,Oakdale Elementary,E,5830 Oakdale School Road,Ijamsville,MD,217540000,2402363300,240033001165,20170814
2017,10,Frederick,0920,Oakdale High,H,5850 Eaglehead Drive,Ijamsville,MD,21754,2405669400,240033001688,20170814
2017,10,Frederick,1001,Sabillasville Elementary,E,16210-B Sabillasville Rd,Sabillasville,MD,217809004,2402366000,240033000648,20170814
2017,10,Frederick,1105,New Midway/Woodsboro Elementary,E,12226 Woodsboro Pike,Keymar,MD,217570000,2402361500,240033001442,20170814
2017,10,Frederick,1301,Frederick Classical Charter School,EM,8445 Spires Way,Frederick,MD,21701,2402361200,240033001715,20170814
2017,10,Frederick,1406,Valley Elementary,E,3519 Jefferson Pike,Jefferson,MD,217558204,2402363000,240033000653,20170814
2017,10,Frederick,1503,Thurmont Elementary,E,805 E Main St,Thurmont,MD,217881729,2402360900,240033000650,20170814
2017,10,Frederick,1509,Catoctin High,H,14745 Sabillasville Rd,Thurmont,MD,217881618,2402368100,240033000629,20170814
2017,10,Frederick,1510,Thurmont Middle,M,408 E Main St,Thurmont,MD,217882014,2402365100,240033000651,20170814
2017,10,Frederick,1511,Thurmont Primary,E,7989 Rocky Ridge Rd,Thurmont,MD,217880000,2402362800,240033001166,20170814
2017,10,Frederick,1604,Myersville Elementary,E,429 Main Street,Myersville,MD,217730000,2402361900,240033000642,20170814
2017,10,Frederick,1801,Twin Ridge Elementary,E,1106 Leafy Hollow Circle,Mt Airy,MD,217710000,2402362300,240033000159,20170814
2017,10,Frederick,2001,Lewistown Elementary,E,11119 Hessong Bridge Rd,Thurmont,MD,21788,2402363750,240033000636,20170814
2017,10,Frederick,2103,Yellow Springs Elementary,E,8717 Yellow Springs Rd,Frederick,MD,217022443,2402361700,240033000661,20170814
2017,10,Frederick,2107,Whittier Elementary,E,2400 Whittier Dr,Frederick,MD,21702,2402363100,240033001015,20170814
2017,10,Frederick,2302,Hillcrest Elementary,E,1285 Hillcrest Drive,Frederick,MD,217030000,2402363200,240033090473,20170814
2017,10,Frederick,2305,Ballenger Creek Middle,M,5525 Ballenger Creek Pike,Frederick,MD,217037015,2402365700,240033090446,20170814
2017,10,Frederick,2306,Orchard Grove Elementary,E,5898 Hannover Dr,Frederick,MD,217030000,2402362400,240033000807,20170814
2017,10,Frederick,2307,Tuscarora High,H,5312 Ballenger Creek Pk,Frederick,MD,21703,2402366400,240033001550,20170814
2017,10,Frederick,2403,Waverley Elementary,E,201 Waverley Dr,Frederick,MD,217023802,2402363900,240033000657,20170814
2017,10,Frederick,2404,Rock Creek School,EMH,191 Waverley Dr,Frederick,MD,217023853,2402368700,240033000647,20170814
2017,10,Frederick,2503,Brunswick High,H,101 Cummings Dr,Brunswick,MD,217161857,2402368600,240033000627,20170814
2017,10,Frederick,2504,Brunswick Elementary,E,400 Central Ave,Brunswick,MD,217161022,2402362900,240033000626,20170814
2017,10,Frederick,2525,Brunswick Middle,M,301 Cummings Dr,Brunswick,MD,217161836,2402365400,240033001409,20170814
2017,10,Frederick,2606,Walkersville Middle,M,55 W Frederick Street,Walkersville,MD,217930000,2402364400,240033000656,20170814
2017,10,Frederick,2607,Walkersville Elementary,E,83 W Frederick Street,Walkersville,MD,217930000,2402361000,240033000654,20170814
2017,10,Frederick,2610,Walkersville High,H,81 W Frederick Street,Walkersville,MD,217930000,2402367200,240033000655,20170814
2017,10,Frederick,2611,Glade Elementary,E,9525 Glade Rd,Walkersville,MD,217930000,2402362100,240033000620,20170814
2017,11,Garrett,0202,Friendsville Elementary,E,Po Box 59,Friendsville,MD,215310059,3017465100,240036000667,20170814
2017,11,Garrett,0301,Grantsville Elementary,E,Po Box 9,Grantsville,MD,215360009,3018955173,240036000668,20170814
2017,11,Garrett,0501,Accident Elementary,E,534 Accident-Bittinger Rd,Accident,MD,215201340,3017468863,240036000662,20170814
2017,11,Garrett,0511,Northern Middle School,M,371 Pride Pkwy,Accident,MD,215202007,3017468165,240036001351,20170814
2017,11,Garrett,0512,Northern Garrett High School,H,86 Pride Pkwy,Accident,MD,215202006,3017468668,240036000671,20170814
2017,11,Garrett,0707,Broad Ford Elementary,E,607 Harvey Winters Rd,Oakland,MD,215504350,3013349445,240036000664,20170814
2017,11,Garrett,0708,Southern Middle School,M,605 Harvey Winters Road,Oakland,MD,215504350,3013348881,240036000675,20170814
2017,11,Garrett,0709,Southern Garrett High School,H,345 Oakland Dr,Oakland,MD,215503216,3013349447,240036000674,20170814
2017,11,Garrett,0710,Yough Glades Elementary,E,70 Wolf Acres Dr,Oakland,MD,215502022,3013343334,240036000852,20170814
2017,11,Garrett,0812,Swan Meadow School,EM,6709 Garrett Highway,Oakland,MD,215502139,3013342059,240036000676,20170814
2017,11,Garrett,0904,Route 40 Elementary,E,17764 National Pike,Frostburg,MD,215326015,3016896132,240036000673,20170814
2017,11,Garrett,1408,Crellin Elementary,E,115 Kendall Dr,Oakland,MD,215505307,3013344704,240036000665,20170814
2017,12,Harford,0113,William S. James Elementary,E,1 Laurentum Pkw,Abingdon,MD,210091709,4106383900,240039000715,20170814
2017,12,Harford,0115,Edgewood Elementary,E,2100 Cedar Dr,Edgewood,MD,210402502,4106121540,240039000688,20170814
2017,12,Harford,0120,Deerfield Elementary,E,2307 Willoughby Beach Rd,Edgewood,MD,210403498,4106121535,240039000686,20170814
2017,12,Harford,0121,Emmorton Elementary,E,2502 Tollgate Rd,Bel Air,MD,210146199,4106383920,240039000485,20170814
2017,12,Harford,0123,Abingdon Elementary,E,399 Singer Rd,Abingdon,MD,210091614,4106383910,240039000162,20170814
2017,12,Harford,0125,Church Creek Elementary,E,4299 Church Creek Rd,Belcamp,MD,210171394,4102735550,240039000468,20170814
2017,12,Harford,0131,Magnolia Elementary,E,901 Trimble Rd,Joppa,MD,210854898,4106121553,240039000706,20170814
2017,12,Harford,0137,Joppatowne Elementary,E,407 Trimble Rd,Joppa,MD,210854099,4106121546,240039000704,20170814
2017,12,Harford,0140,William Paca/Old Post Road Elementary,E,2706 Old Philadelphia Rd,Abingdon,MD,210092398,4106121566,240039000716,20170814
2017,12,Harford,0143,Riverside Elementary,E,211 Stillmeadow Dr,Joppa,MD,210854799,4106121560,240039000713,20170814
2017,12,Harford,0176,Edgewood High,H,2415 Willoughby Beach Rd,Edgewood,MD,210403496,4106121500,240039000690,20170814
2017,12,Harford,0177,Edgewood Middle,M,2311 Willoughby Beach Rd,Edgewood,MD,210403497,4106121518,240039000689,20170814
2017,12,Harford,0181,Joppatowne High,H,555 Joppa Farm Rd,Joppa,MD,210854698,4106121510,240039000705,20170814
2017,12,Harford,0184,Magnolia Middle,M,299 Fort Hoyle Rd,Joppa,MD,210854899,4106121525,240039001352,20170814
2017,12,Harford,0187,Patterson Mill High School,H,85 Patterson Mill Rd,Bel Air,MD,21015,4106384640,240039001638,20170814
2017,12,Harford,0188,Patterson Mill Middle School,M,85 Patterson Mill Rd,Bel Air,MD,21015,4106384640,240039001642,20170814
2017,12,Harford,0211,G. Lisby Elementary at Hillsdale,E,810 Edmund St,Aberdeen,MD,210013599,4102735530,240039000700,20170814
2017,12,Harford,0212,Bakerfield Elementary,E,36 Baker St,Aberdeen,MD,210012499,4102735518,240039000680,20170814
2017,12,Harford,0230,Halls Cross Roads Elementary,E,203 E Bel Air Ave,Aberdeen,MD,210013897,4102735524,240039000693,20170814
